poster_session	id	session_ID	title	presenter	authors	affiliations
PSII	50	8	BIOCIDE RESISTANCE GENES IN STAPHYLOCOCCUS AUREUS FROM PORTUGUESE EX-COLONIES IN AFRICA: VERY HIGH PREVALENCE AND ANTIMICROBIAL CROSS-RESISTANCE	Teresa Conceição	Teresa Conceição_1; Céline Coelho_1; Hermínia de Lencastre_2; Marta Aires-de-Sousa_3	Instituto de Tecnologia Química e Biológica António Xavier; Laboratory of Microbiology and Infectious Diseases, The Rockefeller University; Escola Superior de Saúde da Cruz Vermelha Portuguesa
PSII	51	8	EMERGENCE OF PAN-RESISTANCE IN KPC-2 CARBAPENEMASE-PRODUCING KLEBSIELLA PNEUMONIAE IN CRETE, GREECE	E Bathoorn	E Bathoorn_1; C Tsioutis_2; JM da Silva Voorham_1; EV Scoulica_3; E. Ioannidou_4; K. Zhou_1; JW Rossen_1; A Gikas_2; AW Friedrich_1; H Grundmann_1	Department of Medical Microbiology, University of Groningen, University Medical Center Groningen; Department of Internal Medicine, Infectious Diseases Unit, University Hospital of Heraklion; Laboratory of Clinical Bacteriology and Molecular Microbiology, Faculty of Medicine, University of Crete; Department of Internal Medicine, Rethymnon General Hospital
PSII	52	8	CHARACTERIZATION OF UNCOMMON CLONES OF CARBAPENEMASE-PRODUCING ACINETOBACTER BAUMANNII FROM NOSOCOMIAL SETTINGS IN TUNIS (TUNISIA)	Aymen Mabrouk	Aymen Mabrouk_1; Filipa Grosso_2; Liliana Silva_3; Clara Sousa_4; Wafa Achour_1; Assia Ben Hassen_1; Luísa Peixe_2	Laboratories UR12ES02-The National Bone Marrow Transplant Centre; University of Carthage, Faculty of Sciences of Bizerte; UCIBIO-REQUIMTE- Laboratório de Microbiologia, Faculdade de Farmácia, Universidade do Porto; UCIBIO-REQUIMTE, Laboratório de Microbiologia, Faculdade de Farmácia, Universidade do Porto; ESALD, Instituto Politécnico de Castelo Branco; CEB-Centro de Engenharia Biológica, Universidade do Minho
PSII	53	8	PHYLOGENETIC ANALYSIS OF SEVERE FEVER WITH THROMBOCYTOPENIA SYNDROME VIRUS AND MIGRATORY BIRD ROUTES BETWEEN CHINA, SOUTH KOREA, AND JAPAN	Ji-Hoon Kang	Ji-Hoon Kang_1; SANG TAEK HEO_1	JEJU NATIONAL UNIVERSITY
PSII	54	8	BURDEN EVALUATION OF HAND SOAP’S CONTAMINATION BY PSEUDOMONAS AERUGINOSA IN A TERTIARY CARE HOSPITAL USING WHOLE GENOME SEQUENCING	Bárbara Magalhães	Bárbara Magalhães_1; Mohamed M. H. Abdelbary_1; Guy Prod´Hom_2; Gilbert Greub_2; Jean-Blaise Wasserfallen_3; Patrick Genoud_4; Giorgio Zanetti_1; Laurence Senn_1; Dominique S. Blanc_1	Service of Hospital Preventive Medicine, Lausanne University Hospital; Institue of Microbiology, Lausanne University Hospital; Medical directorate; Nurse directorate
PSII	55	8	MOLECULAR SURVEILLANCE AND EMERGENCE OF CARBAPENEMASES AT A UNIVERSITY HOSPITAL IN GERMANY OVER A FIVE YEAR-PERIOD	Andreas F. Wendel	Andreas F. Wendel_1; Colin R. MacKenzie_1	Institute of Medical Microbiology and Hospital Hygiene
PSII	56	8	EMERGENCE OF CTX-M -PRODUCING CLINICAL ISOLATES OF KLEBSIELLA PNEUMONIAE IN THE UNIVERSITY HOSPITAL ESTABLISHMENT OF ORAN, ALGERIA.	ZEMMOUR Assia	ZEMMOUR Assia_1; DALI YAHIA Radia_2; SAIDI OUAHRANI Nadjia_1; RAHMANI Bouabdallah_1; Christian G. GISKE_3	University of Sciences & Technolgy; University Hospital Establishment 1st November 1954; KAROLINSKA UNIVERSITY HOSPITAL
PSII	57	8	A MOLECULAR SURVEY OF CAMPYLOBACTER JEJUNI AND CAMPYLOBACTER COLI VIRULENCE AND DIVERSITY	Mahdi Ghorbanalizdgan	Mahdi Ghorbanalizdgan_1; BitaBakhshi_2; ShahinNajar-Peerayeh_2	Department of Bacteriology, Faculty of Medical Sciences, TarbiatModares University, Tehran, IR Iran; Department of Bacteriology, Faculty of Medical Sciences,Baqiyatallah University, Tehran,IR Iran
PSII	58	8	EMERGENCE AND DISSEMINATION OF A LINEZOLID-RESISTANT STAPHYLOCOCCUS CAPITIS CLONE IN EUROPE	P Martins Simoes	P Martins Simoes_1; M. Butin_1; C. Dupieux_1; L. d´Anthouard_1; D. Leyssene_2; S. Bordes-Couecou_3; B. Pichon_4; H. Meugnier_1; N. Lemaitre_5; F. Schramm_5; F. Vandenesch_1; I. Spiliopoulou_6; H-L Hyyryläinen_7; A. Kearns_4; O. Dumitrescu_1; F. Laurent_1	National Reference Center for Staphylococci, Hospices Civils de Lyon, CIRI INSERM U1111, Lyon 1 University; Department of Bacteriology, Centre Hospitalier de la Côte Basque; Infection Control Committee, Centre Hospitalier de la Côte Basque; Public Health England; Department of Bacteriology,CHRU,; Department of Bacteriology; National Institute for Health and Welfare/ THL
PSII	59	8	WHOLE GENOME SEQUENCING DATA CONFIRM A TRANSMISSION OF SALMONELLA ENTERICA SEROVAR TYPHIMURIUM PHAGE TYPE DT41 IN DANISH POULTRY PRODUCTION	Ann-Sofie Hintzmann	Ann-Sofie Hintzmann_1; Gitte Sørensen_1; Dorte Lau Baggesen_1	National Food Institute
PSII	60	8	DOMINANCE OF ESCHERICHIA COLI ST131 H30 SUBCLONE IN A PORTUGUESE LONG TERM CARE FACILITY	Ana Constança Mendes	Ana Constança Mendes_1; Carla Rodrigues_1; Helena Ramos_2; Luísa Peixe_1; Ângela Novais_1	UCIBIO@REQUIMTE. Laboratório Microbiologia, Faculdade de Farmácia, Universidade do Porto; Centro Hospitalar do Porto
PSII	61	8	SALMONELLA SURVEILLANCE BY WHOLE GENOME SEQUENCING: WG-MLST AND WG-SNP APPROACHES USING THE BIONUMERICS PLATFORM.	Hannes Pouseele	Hannes Pouseele_1; Katrien De Bruyne_1; Johan Goris_1; Bruno Pot_1; Koen Janssens_1	Applied Maths NV
PSII	62	8	MOLECULAR EPIDEMIOLOGY OF KLEBSIELLA PNEUMONIAE: MULTICLONAL DISSEMINATION OF CTX-M-15 EXTENDED SPECTRUM β-LACTAMASE	C. Caneiras	C. Caneiras_1; L. Lito_2; J. Melo-Cristino_3; A. Duarte_1	1iMed.UL - Research Institute for Medicines and Pharmaceutical Sciences, Faculty of Pharmacy, University of Lisbon; Laboratory of Microbiology, Centro Hospitalar Lisboa Norte; Laboratory of Microbiology, Centro Hospitalar Lisboa Norte; Institute of Microbiology, Institute of Molecular Medicine, Faculty of Medicine, University of Lisbon
PSII	63	8	MOLECULAR CHARACTERIZATION OF THE STAPHYLOCOCCUS AUREUS CC398 POPULATION IN ITALY	Fabiola Feltrin	Fabiola Feltrin_1; Patricia Alba_1; Roberta Amoruso_1; Maria de los Angeles Argudín_2; Birgit Lauzat_3; Manuela Iurescia_1; Luigi Sorbara_1; Samuele Dottarelli_1; Virginia Carfora_1; Erika Menichini_1; Fiorentino Stravino_1; Beatriz Guerra_3; Antonio Battisti_1	Istituto Zooprofilattico Sperimentale del Lazio e della Toscana ´´M. Aleandri´´; Veterinary and Agrochemical Research Centre (VAR-CODA-CERVA); Hôpital Erasme; Federal Institute for Risk Assessment (BfR)
PSII	64	8	STAPHYLOCOCCUS AUREUS USA300 IN SUB-SAHARAN AFRICA	Lena Strauß	Lena Strauß_1; Marc Stegger_2; Anders Rhod Larsen_2; Geoffrey Coombs_3; Sebastien Breurec_4; Alexander Mellmann_1; Frieder Schaumburg_1	University of Münster; Statens Serum Institut; Murdoch University; University of Antilles
PSII	65	8	EVERGREEN; A WEBTOOL FOR SURVEILLANCE OF BACTERIAL OUTBREAKS	Johanne Ahrenfeldt	Johanne Ahrenfeldt_1; Martin Christen Frølund Thomsen_1; Jose Bellod Cisneros_1; Ole Lund_1	Technical University of Denmark
PSII	66	8	DEMOGRAPHY AND INTERCONTINENTAL SPREAD OF THE USA300 CA-MRSA LINEAGE	P Martins Simoes	P Martins Simoes_1; P Glaser_2; A. Villain_2; M Barbier_3; A Tristan_1; C Bouchier_2; L Ma_2; M Bes_1; F Laurent_1; D Guillemot_4; T Wirth_3; F Vandenesch_1	National Reference Center for Staphylococci, Hospices Civils de Lyon, CIRI INSERM U1111, Lyon 1 University; Institut Pasteur; Institut de Systématique, Evolution, Biodiversité, UMR-CNRS 7205, Muséum National d’Histoire Naturelle, Université Pierre et Marie Curie, Ecole Pratique des Hautes Etudes, Sorbonne Universités; Inserm UMR 1181 « Biostatistics, Biomathematics, Pharmacoepidemiology and Infectious Diseases (B2PHI); Institut Pasteur; Univ. Versailles Saint Quentin
PSII	67	8	IN VIVO CHARACTERISATION OF HUMAN CYTOMEGALOVIRUS GENOME DIVERSITY DIRECTLY FROM CLINICAL SPECIMENS SAMPLED OVER TIME OR FROM DIFFERENT COMPARTMENTS	Elias Hage	Elias Hage_1; Tina Ganzenmueller_1; Gavin Wilkie_2; Silvia Linnenweber-Held_3; Julius Schmidt_3; Eva Mischak-Weissinger_4; Anke Schwarz_3; Albert Heim_1; Thomas F. Schulz_1; Andrew J. Davison_2	Institute of Virology, Hannover Medical School; Centre for Virus Research, University of Glasgow; Department of Nephrology, Hannover Medical School; Department of Haematology, Haemostasis and Oncology, Hannover Medical School
PSII	68	8	FREQUENCY AND PREDISPOSING FACTORS OF UPPER RESPIRATORY TRACT COLONIZATION BY GRAM-NEGATIVE RODS IN UNTREATED CHRONIC LYMPHOCYTIC LEUKAEMIA PATIENTS	Ewelina Grywalska	Ewelina Grywalska_1; Izabela Korona-Glowniak_1; Anna Malm_1; Jacek Rolinski_1	Medical University of Lublin
PSII	69	8	RE-EVALUATION OF STREPTOCOCCUS PNEUMONIAE CARRIAGE BY REAL-TIME PCR IN ADULTS OVER 60 YEARS OF AGE	Sónia T. Almeida	Sónia T. Almeida_1; Tânia Pedro_1; Hermínia de Lencastre_2; Raquel Sá-Leão_1	Laboratory of Molecular Microbiology of Human Pathogens, ITQB/UNL; Laboratory of Microbiology and Infectious Diseases, The Rockefeller University
PSII	70	8	WHOLE GENOME SEQUENCING OF METHICILLIN-RESISTANT AND SENSITIVE STAPHYLOCOCCUS AUREUS STRAINS ISOLATED IN THE CARDIOSURGICAL AREA OF THE ITALIAN L. SAC	Gentile Bernardina	Gentile Bernardina_1; Rimoldi Sara Giordana_2; Pagani Cristina_2; Anselmo Anna_1; Palozzi Anna Maria_1; Fortunato Antonella_1; Di Gregorio Aannamaria_2; Lista Florigio_1; Gismondo Maria Rita_2	Histology and Molecular Biology Section, Army Medical Research Center; Microbiology Unit, L.Sacco University Hospital
PSII	71	8	DNA STRUCTURAL PROPERTIES AT ORIGIN-OF-TRANSFER REGIONS DETERMINE HOSTS OF MOBILE PLASMIDS	Jan Zrimec	Jan Zrimec_1; Aleš Lapanje_2	Faculty of Health Sciences, University of Primorska; Institute of Metagenomics and Microbial Technologies; Institute of Metagenomics and Microbial Technologies; Saratov state university
